,date,branch,order
67517,2023-01-21 16:00:15,Branch 3,"6S_Burger, 2S_Fries, 7S_Drink"
67518,2023-05-29 00:30:11,Branch 4,"4S_Burger, 6S_Fries, 5S_Drink"
67519,2023-08-01 16:04:22,Branch 8,"3S_Burger, 2S_Drink"
67520,2023-02-22 09:02:39,Branch 10,"6S_Burger, 1S_Fries, 6S_Drink"
67521,2023-10-12 04:10:18,Branch 2,"1S_Burger, 1S_Fries, 2S_Drink"
67522,2023-06-19 06:28:51,Branch 2,"7S_Burger, 6S_Fries, 2S_Drink"
67523,2023-03-03 21:59:29,Branch 3,"3S_Burger, 6S_Fries, 6S_Drink"
67524,2023-04-26 08:18:07,Branch 7,"7S_Burger, 4S_Fries, 2S_Drink"
67525,2023-03-16 17:46:23,Branch 10,"4S_Burger, 4S_Fries, 6S_Drink"
67526,2023-08-23 22:52:25,Branch 8,"6S_Burger, 1S_Fries, 7S_Drink"
67527,2023-03-26 16:48:42,Branch 8,"1S_Burger, 7S_Fries, 6S_Drink"
67528,2023-08-16 23:39:07,Branch 7,"6S_Burger, 2S_Fries"
67529,2023-07-20 22:55:31,Branch 4,"5S_Burger, 4S_Fries, 3S_Drink"
67530,2023-03-05 15:32:30,Branch 8,"4S_Burger, 5S_Fries, 6S_Drink"
67531,2023-09-13 20:25:04,Branch 3,"2S_Burger, 1S_Fries, 7S_Drink"
67532,2023-04-19 19:06:21,Branch 3,"7S_Burger, 4S_Fries, 5S_Drink"
67533,2023-07-23 22:20:07,Branch 6,"7S_Burger, 7S_Fries, 7S_Drink"
67534,2023-03-25 00:30:43,Branch 3,"5S_Burger, 5S_Fries, 3S_Drink"
67535,2023-08-09 21:40:25,Branch 7,"6S_Burger, 7S_Fries"
67536,2023-02-01 03:38:06,Branch 10,"6S_Burger, 5S_Fries, 5S_Drink"
67537,2023-04-05 00:54:15,Branch 4,"2S_Burger, 2S_Fries, 7S_Drink"
67538,2023-05-26 09:31:33,Branch 1,"2S_Burger, 5S_Fries, 3S_Drink"
67539,2023-05-12 04:01:29,Branch 7,"5S_Burger, 6S_Fries, 7S_Drink"
67540,2023-03-22 22:28:11,Branch 7,"2S_Burger, 6S_Fries, 3S_Drink"
67541,2023-08-01 21:47:20,Branch 8,"4S_Burger, 5S_Fries, 6S_Drink"
67542,2023-11-01 22:01:42,Branch 5,"2S_Burger, 1S_Drink"
67543,2023-02-03 14:20:15,Branch 9,"5S_Burger, 1S_Fries, 5S_Drink"
67544,2023-06-01 22:11:18,Branch 1,"4S_Burger, 6S_Fries, 5S_Drink"
67545,2023-03-11 07:27:36,Branch 10,"1S_Burger, 1S_Fries, 3S_Drink"
67546,2023-09-06 02:36:10,Branch 7,"5S_Burger, 1S_Fries, 4S_Drink"
67547,2023-11-30 02:41:14,Branch 8,"6S_Burger, 6S_Fries, 5S_Drink"
67548,2023-01-19 00:15:38,Branch 6,"7S_Burger, 4S_Fries, 2S_Drink"
67549,2023-06-26 11:04:15,Branch 8,"2S_Burger, 5S_Fries, 6S_Drink"
67550,2023-10-02 09:27:53,Branch 2,"6S_Burger, 7S_Fries, 5S_Drink"
67551,2023-09-08 14:26:58,Branch 1,"4S_Burger, 3S_Fries, 4S_Drink"
67552,2023-08-02 01:22:09,Branch 3,"3S_Fries, 1S_Drink"
67553,2023-11-26 01:00:56,Branch 6,"6S_Burger, 7S_Fries, 1S_Drink"
67554,2023-03-12 17:40:09,Branch 6,"4S_Burger, 2S_Fries, 5S_Drink"
67555,2023-08-06 01:00:28,Branch 3,5S_Drink
67556,2023-05-08 19:24:49,Branch 5,"7S_Burger, 3S_Fries, 2S_Drink"
67557,2023-11-29 07:34:13,Branch 8,"1S_Burger, 4S_Fries, 1S_Drink"
67558,2023-09-15 11:32:45,Branch 10,"2S_Burger, 5S_Drink"
67559,2023-10-04 12:16:50,Branch 3,"5S_Burger, 6S_Fries, 6S_Drink"
67560,2023-09-26 11:37:00,Branch 2,"7S_Burger, 6S_Fries, 4S_Drink"
67561,2023-05-11 13:48:46,Branch 4,"6S_Burger, 6S_Fries, 1S_Drink"
67562,2023-01-27 04:24:30,Branch 10,"2S_Fries, 3S_Drink"
67563,2023-07-31 19:02:08,Branch 5,"5S_Burger, 7S_Fries, 2S_Drink"
67564,2023-06-14 09:42:01,Branch 6,"1S_Fries, 4S_Drink"
67565,2023-10-05 01:59:25,Branch 10,"5S_Burger, 2S_Fries, 5S_Drink"
67566,2023-02-12 11:42:38,Branch 6,"7S_Burger, 1S_Fries, 2S_Drink"
67567,2023-10-04 13:55:31,Branch 1,"2S_Burger, 5S_Fries, 1S_Drink"
67568,2023-08-11 22:06:38,Branch 10,"4S_Burger, 7S_Drink"
67569,2023-10-21 04:34:28,Branch 8,"6S_Burger, 4S_Fries, 6S_Drink"
67570,2023-02-06 18:13:43,Branch 3,"5S_Burger, 3S_Fries, 7S_Drink"
67571,2023-11-21 01:34:39,Branch 5,"5S_Fries, 2S_Drink"
67572,2023-12-03 15:14:52,Branch 4,"7S_Burger, 4S_Fries, 2S_Drink"
67573,2023-04-04 04:25:35,Branch 3,"4S_Burger, 3S_Drink"
67574,2023-05-21 19:11:37,Branch 10,"4S_Burger, 1S_Fries, 5S_Drink"
67575,2023-08-07 23:57:18,Branch 2,"2S_Burger, 1S_Fries, 2S_Drink"
67576,2023-04-08 21:47:54,Branch 8,"2S_Burger, 3S_Fries, 3S_Drink"
67577,2023-10-24 19:04:06,Branch 4,"2S_Burger, 7S_Fries, 6S_Drink"
67578,2023-04-20 04:54:11,Branch 7,"1S_Fries, 4S_Drink"
67579,2023-04-12 14:23:56,Branch 7,"1S_Burger, 3S_Fries, 4S_Drink"
67580,2023-06-23 14:51:37,Branch 5,"3S_Burger, 3S_Fries"
67581,2023-08-02 17:56:58,Branch 9,"2S_Burger, 2S_Fries, 5S_Drink"
67582,2023-06-04 13:45:48,Branch 7,"4S_Burger, 2S_Fries, 3S_Drink"
67583,2023-05-05 01:35:56,Branch 4,"6S_Burger, 6S_Fries, 2S_Drink"
67584,2023-09-23 01:24:31,Branch 7,"1S_Burger, 7S_Fries, 7S_Drink"
67585,2023-07-23 13:00:27,Branch 1,"1S_Burger, 4S_Drink"
67586,2023-02-21 21:04:51,Branch 1,"1S_Burger, 7S_Fries, 6S_Drink"
67587,2023-04-23 02:53:07,Branch 7,"5S_Burger, 6S_Fries"
67588,2023-07-12 05:45:49,Branch 10,"2S_Burger, 3S_Fries, 7S_Drink"
67589,2023-07-14 11:56:38,Branch 2,"5S_Burger, 3S_Fries, 3S_Drink"
67590,2023-05-24 10:24:59,Branch 8,"3S_Burger, 1S_Fries, 6S_Drink"
67591,2023-04-08 09:12:55,Branch 9,"3S_Burger, 7S_Fries, 1S_Drink"
67592,2023-11-27 11:08:03,Branch 6,"1S_Burger, 4S_Fries, 1S_Drink"
67593,2023-02-19 01:52:20,Branch 1,"1S_Fries, 2S_Drink"
67594,2023-07-03 21:25:45,Branch 3,"4S_Burger, 3S_Fries, 5S_Drink"
67595,2023-02-11 04:51:11,Branch 7,"6S_Burger, 1S_Fries, 4S_Drink"
67596,2023-10-05 16:24:02,Branch 6,"5S_Burger, 5S_Fries, 2S_Drink"
67597,2023-06-03 16:40:05,Branch 9,"5S_Burger, 4S_Fries, 3S_Drink"
67598,2023-11-08 17:32:38,Branch 5,6S_Drink
67599,2023-10-20 23:32:28,Branch 6,"2S_Burger, 3S_Fries, 5S_Drink"
67600,2023-04-23 06:41:53,Branch 1,"6S_Burger, 4S_Fries, 1S_Drink"
67601,2023-11-07 14:31:56,Branch 2,"5S_Burger, 4S_Fries, 5S_Drink"
67602,2023-11-03 23:24:25,Branch 1,"1S_Burger, 4S_Fries, 2S_Drink"
67603,2023-12-01 03:51:13,Branch 10,5S_Fries
67604,2023-10-12 16:58:14,Branch 9,"2S_Burger, 1S_Drink"
67605,2023-03-31 06:45:36,Branch 1,"6S_Burger, 6S_Fries, 6S_Drink"
67606,2023-07-20 13:14:37,Branch 9,"7S_Fries, 4S_Drink"
67607,2023-06-27 03:46:58,Branch 4,"3S_Burger, 2S_Fries, 5S_Drink"
67608,2023-03-02 09:53:40,Branch 9,"6S_Burger, 4S_Fries, 2S_Drink"
67609,2023-04-05 20:45:48,Branch 3,"4S_Burger, 6S_Fries, 1S_Drink"
67610,2023-01-12 06:38:21,Branch 4,"1S_Burger, 3S_Fries, 6S_Drink"
67611,2023-04-22 07:24:45,Branch 10,"4S_Burger, 7S_Drink"
67612,2023-11-17 08:00:06,Branch 6,"6S_Fries, 4S_Drink"
67613,2023-04-30 11:35:37,Branch 10,"5S_Burger, 3S_Fries, 2S_Drink"
67614,2023-04-09 19:32:21,Branch 10,"7S_Burger, 3S_Fries, 7S_Drink"
67615,2023-11-29 12:25:06,Branch 7,"2S_Burger, 7S_Fries, 3S_Drink"
67616,2023-07-09 03:42:28,Branch 6,"3S_Burger, 7S_Fries, 4S_Drink"
67617,2023-10-31 19:10:28,Branch 5,"3S_Burger, 7S_Fries, 2S_Drink"
67618,2023-08-14 18:50:04,Branch 4,"6S_Fries, 2S_Drink"
67619,2023-02-19 18:45:53,Branch 6,"4S_Burger, 3S_Fries"
67620,2023-05-30 17:10:50,Branch 2,"7S_Burger, 2S_Fries, 5S_Drink"
67621,2023-02-16 06:59:25,Branch 2,"2S_Burger, 4S_Fries, 6S_Drink"
67622,2023-06-20 03:54:28,Branch 4,"6S_Burger, 3S_Fries, 4S_Drink"
67623,2023-03-27 06:35:09,Branch 8,"1S_Burger, 1S_Fries, 4S_Drink"
67624,2023-05-17 19:55:38,Branch 5,"3S_Burger, 2S_Fries, 4S_Drink"
67625,2023-12-02 20:19:05,Branch 8,"3S_Burger, 5S_Fries, 2S_Drink"
67626,2023-07-31 05:51:05,Branch 3,"2S_Burger, 2S_Fries, 2S_Drink"
67627,2023-09-23 14:00:23,Branch 10,"7S_Burger, 2S_Fries"
67628,2023-05-17 03:12:39,Branch 7,"2S_Burger, 6S_Fries, 1S_Drink"
67629,2023-09-08 15:24:13,Branch 7,"2S_Burger, 7S_Fries, 3S_Drink"
67630,2023-12-15 00:21:46,Branch 4,"5S_Burger, 7S_Fries, 4S_Drink"
67631,2023-10-10 22:28:23,Branch 6,"1S_Fries, 1S_Drink"
67632,2023-02-03 16:39:13,Branch 1,"4S_Burger, 5S_Fries, 1S_Drink"
67633,2023-03-01 13:46:29,Branch 4,"3S_Burger, 3S_Drink"
67634,2023-01-17 09:49:04,Branch 7,"6S_Burger, 5S_Drink"
67635,2023-05-30 21:11:42,Branch 5,"5S_Burger, 1S_Fries, 6S_Drink"
67636,2023-01-06 08:19:07,Branch 8,"1S_Burger, 3S_Fries, 3S_Drink"
67637,2023-11-13 11:20:19,Branch 2,6S_Fries
67638,2023-11-02 03:51:33,Branch 8,"1S_Burger, 4S_Fries"
67639,2023-05-08 12:38:34,Branch 10,"1S_Burger, 7S_Fries, 4S_Drink"
67640,2023-08-13 13:22:35,Branch 3,"5S_Burger, 5S_Fries, 2S_Drink"
67641,2023-10-21 02:08:43,Branch 5,"1S_Burger, 4S_Fries, 2S_Drink"
67642,2023-02-02 23:44:06,Branch 3,"2S_Burger, 6S_Fries, 3S_Drink"
67643,2023-10-12 11:45:32,Branch 4,"2S_Burger, 1S_Fries, 6S_Drink"
67644,2023-08-17 18:57:32,Branch 9,"5S_Burger, 5S_Fries, 1S_Drink"
67645,2023-01-31 19:38:52,Branch 9,"6S_Burger, 3S_Fries, 6S_Drink"
67646,2023-09-24 14:06:01,Branch 8,"3S_Burger, 2S_Fries, 6S_Drink"
67647,2023-06-13 08:11:49,Branch 3,"1S_Burger, 2S_Drink"
67648,2023-01-29 14:26:06,Branch 3,"1S_Burger, 5S_Fries, 4S_Drink"
67649,2023-07-20 10:03:03,Branch 8,"5S_Burger, 3S_Fries, 6S_Drink"
67650,2023-01-02 09:13:48,Branch 10,"5S_Burger, 6S_Fries, 5S_Drink"
67651,2023-05-16 18:50:24,Branch 9,"4S_Burger, 5S_Fries"
67652,2023-11-01 09:20:07,Branch 1,"7S_Burger, 3S_Fries, 6S_Drink"
67653,2023-06-05 22:50:47,Branch 7,"2S_Fries, 4S_Drink"
67654,2023-04-28 05:03:38,Branch 4,"2S_Burger, 6S_Drink"
67655,2023-09-14 01:14:24,Branch 9,"6S_Burger, 6S_Fries"
67656,2023-11-12 22:12:19,Branch 10,6S_Fries
67657,2023-09-29 09:26:12,Branch 2,"2S_Burger, 4S_Fries, 3S_Drink"
67658,2023-12-04 00:10:49,Branch 8,"1S_Burger, 1S_Fries, 3S_Drink"
67659,2023-10-08 19:31:21,Branch 5,"7S_Burger, 2S_Fries, 2S_Drink"
67660,2023-06-07 21:00:11,Branch 8,"3S_Burger, 6S_Fries, 3S_Drink"
67661,2023-12-22 09:30:13,Branch 4,3S_Fries
67662,2023-04-02 05:35:20,Branch 3,5S_Burger
67663,2023-01-05 22:59:42,Branch 9,"5S_Burger, 3S_Fries, 2S_Drink"
67664,2023-02-03 18:29:11,Branch 2,"5S_Burger, 4S_Fries, 3S_Drink"
67665,2023-01-26 16:00:57,Branch 9,"5S_Burger, 6S_Fries, 6S_Drink"
67666,2023-12-08 12:59:16,Branch 7,"6S_Burger, 3S_Fries, 1S_Drink"
67667,2023-01-28 20:46:57,Branch 7,"4S_Burger, 3S_Fries, 2S_Drink"
67668,2023-07-01 14:01:21,Branch 7,"7S_Fries, 4S_Drink"
67669,2023-04-24 04:37:02,Branch 10,"2S_Fries, 5S_Drink"
67670,2023-07-24 22:26:14,Branch 8,"4S_Burger, 2S_Fries, 5S_Drink"
67671,2023-07-23 12:25:26,Branch 1,"4S_Burger, 5S_Fries, 6S_Drink"
67672,2023-11-27 12:41:59,Branch 2,"1S_Burger, 1S_Fries, 2S_Drink"
67673,2023-02-28 11:00:39,Branch 5,"5S_Burger, 5S_Fries, 3S_Drink"
67674,2023-05-07 17:55:18,Branch 9,"3S_Burger, 7S_Fries"
67675,2023-09-29 19:51:29,Branch 8,"3S_Fries, 7S_Drink"
67676,2023-01-24 11:23:31,Branch 8,"4S_Burger, 1S_Fries, 1S_Drink"
67677,2023-02-08 19:50:51,Branch 4,"2S_Burger, 6S_Fries, 7S_Drink"
67678,2023-06-02 22:27:58,Branch 10,"4S_Burger, 3S_Fries, 6S_Drink"
67679,2023-11-04 21:29:14,Branch 7,"6S_Burger, 5S_Fries, 1S_Drink"
67680,2023-11-01 18:17:16,Branch 10,"6S_Burger, 5S_Fries, 6S_Drink"
67681,2023-02-20 11:13:41,Branch 4,"2S_Burger, 1S_Fries, 2S_Drink"
67682,2023-03-08 09:26:46,Branch 9,"1S_Burger, 2S_Fries"
67683,2023-10-05 09:13:52,Branch 3,"6S_Fries, 2S_Drink"
67684,2023-09-25 05:56:09,Branch 3,"6S_Burger, 1S_Fries, 5S_Drink"
67685,2023-10-27 03:15:58,Branch 4,"6S_Burger, 2S_Fries, 2S_Drink"
67686,2023-01-14 04:39:06,Branch 4,"1S_Burger, 6S_Fries, 2S_Drink"
67687,2023-12-31 04:21:06,Branch 1,"1S_Burger, 5S_Drink"
67688,2023-10-03 15:52:14,Branch 4,"6S_Burger, 4S_Fries, 4S_Drink"
67689,2023-11-06 17:23:07,Branch 9,1S_Burger
67690,2023-07-12 01:13:22,Branch 6,"6S_Burger, 5S_Fries"
67691,2023-04-10 00:25:55,Branch 6,"1S_Burger, 4S_Fries"
67692,2023-01-22 15:28:39,Branch 8,"6S_Burger, 5S_Drink"
67693,2023-07-15 17:38:18,Branch 5,"6S_Burger, 7S_Drink"
67694,2023-09-05 09:40:24,Branch 2,"7S_Burger, 2S_Fries, 3S_Drink"
67695,2023-02-23 03:51:27,Branch 2,7S_Drink
67696,2023-07-06 23:12:56,Branch 8,"2S_Burger, 5S_Fries"
67697,2023-06-20 01:24:22,Branch 6,"4S_Burger, 3S_Drink"
67698,2023-07-31 06:33:00,Branch 7,"2S_Burger, 4S_Fries, 5S_Drink"
67699,2023-06-27 09:58:00,Branch 6,"2S_Burger, 2S_Fries, 3S_Drink"
67700,2023-10-19 00:28:42,Branch 5,"5S_Burger, 4S_Fries, 5S_Drink"
67701,2023-03-11 11:55:38,Branch 6,7S_Burger
67702,2023-10-06 02:27:34,Branch 9,"5S_Burger, 6S_Fries, 3S_Drink"
67703,2023-11-05 10:48:59,Branch 4,"7S_Burger, 7S_Fries, 3S_Drink"
67704,2023-11-25 15:40:17,Branch 10,"6S_Burger, 1S_Fries, 6S_Drink"
67705,2023-01-31 12:48:41,Branch 5,6S_Drink
67706,2023-06-16 05:21:41,Branch 4,"7S_Burger, 7S_Fries, 7S_Drink"
67707,2023-05-10 03:36:19,Branch 6,"4S_Burger, 3S_Drink"
67708,2023-10-13 21:41:14,Branch 8,"1S_Burger, 5S_Fries, 4S_Drink"
67709,2023-05-08 13:08:54,Branch 9,"6S_Burger, 7S_Fries, 3S_Drink"
67710,2023-04-04 07:17:34,Branch 10,"5S_Burger, 6S_Fries, 6S_Drink"
67711,2023-06-27 16:50:57,Branch 7,"4S_Burger, 7S_Fries, 3S_Drink"
67712,2023-12-21 04:05:35,Branch 6,"1S_Burger, 5S_Fries, 5S_Drink"
67713,2023-03-27 14:37:06,Branch 4,"2S_Burger, 6S_Fries, 6S_Drink"
67714,2023-08-10 06:03:17,Branch 3,5S_Fries
67715,2023-06-03 19:49:05,Branch 10,"3S_Burger, 1S_Fries, 2S_Drink"
67716,2023-01-29 13:07:50,Branch 8,"4S_Burger, 7S_Fries"
67717,2023-02-12 06:48:29,Branch 2,"6S_Burger, 2S_Fries, 7S_Drink"
67718,2023-02-08 20:03:32,Branch 7,"5S_Burger, 1S_Fries, 4S_Drink"
67719,2023-03-26 12:45:53,Branch 10,"7S_Burger, 3S_Fries, 2S_Drink"
67720,2023-04-02 13:47:53,Branch 2,"2S_Burger, 6S_Fries, 1S_Drink"
67721,2023-06-29 09:47:51,Branch 7,"1S_Burger, 6S_Fries"
67722,2023-09-04 09:07:12,Branch 9,"3S_Burger, 5S_Fries, 5S_Drink"
67723,2023-10-16 18:11:30,Branch 7,"5S_Burger, 5S_Fries, 7S_Drink"
67724,2023-11-24 15:55:46,Branch 2,"3S_Burger, 1S_Drink"
67725,2023-11-03 16:59:54,Branch 2,"6S_Burger, 1S_Fries, 5S_Drink"
67726,2023-12-18 05:12:32,Branch 9,"4S_Burger, 4S_Fries, 2S_Drink"
67727,2023-01-10 20:31:10,Branch 8,"5S_Burger, 2S_Fries, 7S_Drink"
67728,2023-05-07 05:04:22,Branch 1,"5S_Burger, 1S_Fries, 1S_Drink"
67729,2023-04-12 17:06:18,Branch 3,"1S_Fries, 1S_Drink"
67730,2023-02-15 06:44:06,Branch 10,"3S_Burger, 7S_Fries, 5S_Drink"
67731,2023-05-27 07:02:14,Branch 8,"4S_Burger, 1S_Fries, 4S_Drink"
67732,2023-06-17 19:09:36,Branch 6,"5S_Burger, 1S_Fries, 5S_Drink"
67733,2023-02-14 18:57:33,Branch 2,"6S_Burger, 4S_Fries, 2S_Drink"
67734,2023-08-03 14:10:47,Branch 4,"4S_Burger, 3S_Fries, 4S_Drink"
67735,2023-02-22 13:00:08,Branch 4,"2S_Burger, 7S_Drink"
67736,2023-08-27 13:16:19,Branch 10,"4S_Burger, 5S_Fries, 1S_Drink"
67737,2023-06-08 20:31:34,Branch 8,"7S_Burger, 7S_Fries, 6S_Drink"
67738,2023-06-11 06:01:58,Branch 7,4S_Burger
67739,2023-01-26 07:05:31,Branch 10,"6S_Fries, 4S_Drink"
67740,2023-04-28 18:04:49,Branch 6,"7S_Burger, 7S_Drink"
67741,2023-01-14 07:30:24,Branch 9,"3S_Burger, 6S_Fries, 4S_Drink"
67742,2023-09-11 21:33:43,Branch 10,7S_Drink
67743,2023-09-18 12:32:16,Branch 6,"1S_Burger, 1S_Fries, 5S_Drink"
67744,2023-09-03 19:03:04,Branch 6,"2S_Burger, 4S_Fries, 7S_Drink"
67745,2023-10-30 12:35:53,Branch 8,"1S_Fries, 2S_Drink"
67746,2023-03-16 18:04:13,Branch 10,"6S_Burger, 7S_Fries, 6S_Drink"
67747,2023-03-29 02:07:46,Branch 1,"4S_Fries, 1S_Drink"
67748,2023-11-02 02:41:05,Branch 9,"6S_Burger, 6S_Fries"
67749,2023-04-13 04:37:59,Branch 2,"7S_Burger, 7S_Fries, 1S_Drink"
67750,2023-09-07 17:59:32,Branch 5,"3S_Burger, 3S_Fries, 7S_Drink"
67751,2023-08-24 14:42:58,Branch 1,"7S_Fries, 7S_Drink"
67752,2023-03-19 15:15:10,Branch 10,"3S_Burger, 1S_Drink"
67753,2023-03-05 04:44:10,Branch 4,"5S_Burger, 7S_Fries, 7S_Drink"
67754,2023-02-12 17:32:14,Branch 9,"4S_Burger, 3S_Fries, 6S_Drink"
67755,2023-10-30 12:58:07,Branch 6,"2S_Burger, 3S_Fries, 4S_Drink"
67756,2023-12-12 11:02:59,Branch 8,"1S_Burger, 6S_Fries, 7S_Drink"
67757,2023-01-18 10:27:40,Branch 1,"3S_Burger, 4S_Fries, 2S_Drink"
67758,2023-06-09 18:28:59,Branch 9,"6S_Burger, 6S_Fries"
67759,2023-04-07 20:43:40,Branch 7,"4S_Burger, 6S_Fries, 3S_Drink"
67760,2023-08-24 14:01:59,Branch 1,"7S_Burger, 2S_Fries, 7S_Drink"
67761,2023-02-20 19:57:07,Branch 8,"6S_Burger, 3S_Fries"
67762,2023-12-10 03:30:09,Branch 10,"7S_Burger, 3S_Fries"
67763,2023-03-07 21:01:49,Branch 10,"1S_Burger, 3S_Fries, 5S_Drink"
67764,2023-10-10 18:48:20,Branch 9,"2S_Burger, 3S_Fries, 7S_Drink"
67765,2023-10-12 03:25:38,Branch 3,"6S_Burger, 5S_Fries, 3S_Drink"
67766,2023-05-08 11:02:55,Branch 2,"1S_Burger, 3S_Fries, 5S_Drink"
67767,2023-08-20 09:48:42,Branch 8,"5S_Fries, 3S_Drink"
67768,2023-06-17 05:14:23,Branch 4,"1S_Burger, 5S_Fries, 1S_Drink"
67769,2023-02-08 18:42:13,Branch 5,"1S_Burger, 5S_Fries, 2S_Drink"
67770,2023-09-22 05:11:04,Branch 3,"2S_Burger, 2S_Fries, 2S_Drink"
67771,2023-06-02 14:41:05,Branch 5,"2S_Burger, 6S_Fries, 4S_Drink"
67772,2023-09-22 20:47:38,Branch 7,"6S_Burger, 2S_Fries, 6S_Drink"
67773,2023-11-16 00:32:49,Branch 9,"3S_Burger, 5S_Fries, 7S_Drink"
67774,2023-04-01 09:59:54,Branch 8,"3S_Burger, 2S_Fries, 6S_Drink"
67775,2023-06-27 06:36:23,Branch 6,"2S_Burger, 6S_Fries, 1S_Drink"
67776,2023-10-28 09:32:28,Branch 9,2S_Fries
67777,2023-10-30 11:28:37,Branch 2,"2S_Burger, 3S_Fries, 5S_Drink"
67778,2023-04-12 20:16:47,Branch 10,"4S_Burger, 4S_Drink"
67779,2023-08-29 20:20:41,Branch 2,"2S_Fries, 3S_Drink"
67780,2023-09-01 03:58:30,Branch 9,"4S_Burger, 1S_Fries"
67781,2023-05-25 19:01:26,Branch 9,"1S_Burger, 2S_Fries, 7S_Drink"
67782,2023-06-25 20:38:17,Branch 10,"1S_Burger, 7S_Fries"
67783,2023-03-21 10:25:18,Branch 6,"3S_Burger, 7S_Drink"
67784,2023-08-22 10:15:25,Branch 1,"5S_Fries, 4S_Drink"
67785,2023-03-25 20:57:02,Branch 7,"6S_Burger, 6S_Drink"
67786,2023-06-21 22:45:12,Branch 10,"5S_Burger, 4S_Fries, 2S_Drink"
67787,2023-08-17 11:51:25,Branch 6,5S_Fries
67788,2023-12-30 03:56:26,Branch 9,"5S_Burger, 5S_Fries, 4S_Drink"
67789,2023-01-29 20:57:53,Branch 7,"1S_Burger, 4S_Fries, 1S_Drink"
67790,2023-03-06 22:32:45,Branch 10,5S_Fries
67791,2023-02-15 14:40:58,Branch 4,"4S_Burger, 1S_Fries, 5S_Drink"
67792,2023-02-17 16:51:00,Branch 8,"6S_Burger, 7S_Fries, 1S_Drink"
67793,2023-11-27 14:33:22,Branch 8,"3S_Burger, 4S_Fries, 3S_Drink"
67794,2023-04-27 20:41:24,Branch 4,"1S_Burger, 4S_Fries, 3S_Drink"
67795,2023-06-27 02:02:35,Branch 10,"6S_Burger, 7S_Fries"
67796,2023-02-08 12:00:30,Branch 8,"7S_Burger, 5S_Drink"
67797,2023-03-17 18:15:00,Branch 3,"4S_Burger, 2S_Fries, 4S_Drink"
67798,2023-12-28 15:27:24,Branch 9,"5S_Burger, 3S_Fries, 4S_Drink"
67799,2023-05-20 05:42:16,Branch 7,"7S_Burger, 1S_Fries"
67800,2023-02-14 05:10:36,Branch 3,"2S_Burger, 5S_Fries, 6S_Drink"
67801,2023-04-06 15:54:07,Branch 3,"5S_Burger, 4S_Fries, 1S_Drink"
67802,2023-06-18 10:12:06,Branch 3,"2S_Burger, 3S_Drink"
67803,2023-05-16 20:18:50,Branch 1,"4S_Burger, 2S_Fries, 4S_Drink"
67804,2023-11-05 22:54:48,Branch 7,"7S_Burger, 3S_Fries, 6S_Drink"
67805,2023-06-10 21:07:18,Branch 7,"1S_Burger, 5S_Fries"
67806,2023-09-18 20:32:15,Branch 4,"5S_Burger, 7S_Fries, 1S_Drink"
67807,2023-11-15 03:02:31,Branch 7,"7S_Fries, 5S_Drink"
67808,2023-11-08 16:46:57,Branch 10,"2S_Burger, 5S_Fries, 6S_Drink"
67809,2023-11-24 04:14:39,Branch 3,"5S_Burger, 1S_Fries, 7S_Drink"
67810,2023-04-06 16:57:29,Branch 3,"5S_Burger, 1S_Fries, 6S_Drink"
67811,2023-01-17 23:53:36,Branch 10,"4S_Burger, 6S_Fries, 1S_Drink"
67812,2023-05-27 04:47:27,Branch 10,"1S_Fries, 3S_Drink"
67813,2023-09-15 13:23:31,Branch 5,"6S_Burger, 2S_Fries, 1S_Drink"
67814,2023-11-08 12:13:35,Branch 1,"4S_Burger, 6S_Fries, 5S_Drink"
67815,2023-06-01 22:02:31,Branch 8,"3S_Burger, 7S_Drink"
67816,2023-06-17 02:58:59,Branch 10,"4S_Fries, 6S_Drink"
67817,2023-08-02 03:29:20,Branch 4,"4S_Burger, 4S_Fries, 5S_Drink"
67818,2023-01-12 20:46:17,Branch 8,"7S_Burger, 2S_Fries, 5S_Drink"
67819,2023-06-30 05:33:53,Branch 1,"4S_Burger, 2S_Fries, 3S_Drink"
67820,2023-06-29 18:39:13,Branch 1,"2S_Burger, 6S_Fries, 1S_Drink"
67821,2023-04-11 06:20:24,Branch 4,"3S_Burger, 5S_Drink"
67822,2023-09-11 08:54:06,Branch 5,"1S_Burger, 3S_Fries"
67823,2023-01-31 04:29:08,Branch 8,"2S_Burger, 3S_Fries, 5S_Drink"
67824,2023-10-20 02:21:19,Branch 1,"2S_Burger, 7S_Drink"
67825,2023-05-11 04:00:17,Branch 7,"6S_Burger, 3S_Fries, 4S_Drink"
67826,2023-04-14 11:03:18,Branch 1,"7S_Burger, 7S_Fries, 2S_Drink"
67827,2023-05-08 15:08:05,Branch 3,"6S_Burger, 1S_Fries, 6S_Drink"
67828,2023-10-01 23:48:44,Branch 3,"2S_Burger, 1S_Fries, 4S_Drink"
67829,2023-03-21 22:30:01,Branch 1,"2S_Burger, 5S_Fries, 5S_Drink"
67830,2023-04-09 18:58:38,Branch 7,"4S_Burger, 6S_Fries, 2S_Drink"
67831,2023-06-15 17:23:36,Branch 6,"3S_Burger, 1S_Fries, 4S_Drink"
67832,2023-02-18 06:15:21,Branch 10,"3S_Burger, 6S_Fries, 7S_Drink"
67833,2023-02-20 08:52:49,Branch 1,"2S_Burger, 2S_Fries, 5S_Drink"
67834,2023-08-07 13:19:51,Branch 6,"3S_Burger, 2S_Drink"
